ARDEL	ARCO	ARCUSN	ARNAME	ARADR1	ARADR2	ARADR3	ARADR4	ARZIP5	ARZIP9	ARZP14	ARTOTD	ARCURD	AR0110	AR1120	AR2130	AROV30	ARPYMT	ARPDAT	ARPREP	ARMTDS	ARYTDS	ARSTMT	ARFINA	ARPBAL	ARFINC	ARMCPD	ARYCPD	ARCLMT	ARAREA	ARTELE	ARSLSN	ARTERM	ARSTAX	ARLSTN	ARGRUP	ARMILS	ARHIBL	ARHIDT	ARINTR	ARSTAT	AREFT	ARGCO	ARGCUS	ARPDA8	ARHID8	ARCUCL	AREDI	ARCLPB	ARWIRE	ARFEIN	ARPMCL	ARPRMV	ARF001
A	10	3775	WILLIAM L. SCOTT              	302 SENECA STREET             	OIL CITY, PA  16301           	                              	                              	16301	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	-103.12	71700	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	814	6775101	9	14	    	SCOTT     	  	0	0.00	0	0	PA	N	10	3775	20000717	0	I	 	 	 	0	   	 	                                         
A	10	3777	SHANGHAI ZIJINAG INTERNATIONAL	 TRADING CO.                  	2F #281 WU XING ROAD          	SHANGHAI, CHINA               	                              	     	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	19.72	111920	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	0	0	4	9	    	SHANGHAI  	CD	0	0.00	0	0	XX	N	10	3777	20201119	0	I	 	 	 	0	   	 	                                         
A	10	3778	SC REBTIC SRL                 	PRINCIPALA #7                 	COM PODU TURCULUI,            	SAT RASCUSANA                 	JUDETUL BACAU  ROMANIA 607450 	10725	5   	00000	0.00	0.00	0.00	0.00	0.00	0.00	-5699.20	101719	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	75	7076118	47	9	    	SC REB    	CD	0	0.00	0	0	XX	N	10	3778	20191017	0	I	 	 	 	0	   	 	                                         
A	10	3779	SHAFFER BLOCK & CONCRETE ROAD 	923 S EDGEWOOD AVE.           	SOMERSET, PA  15501           	                              	                              	15501	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	19999.09	112309	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	814	4454414	18	1	    	SHAFFER BL	CD	0	0.00	0	0	PA	N	10	3779	20091123	0	F	 	 	N	0	   	 	                                         
A	10	3780	SHELL CANADA PRODUCTS LTD.    	ATTN: MARIA GIANFRANCESCO     	10501 SHERBROOKE EAST P.A.T.  	MONTREAL, QUEBEC  H1B 1B3     	                              	31514	1000	00000	0.00	0.00	0.00	0.00	0.00	0.00	8514.32	123009	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	613	4985754	5	14	    	SHELL CANA	  	0	0.00	0	0	XX	N	10	3781	20091230	0	I	 	 	 	0	   	 	                                         
A	10	3781	SHELL CANADA                  	C/O MONTANK                   	5378 NOTRE DAME EST.          	MONTREAL CANADA               	PQ H1N-2C4                    	00000	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	100000	905	7130052	11	3	    	SHELL     	  	0	0.00	0	0	XX	N	10	3781	20000000	0	I	 	 	 	0	   	 	                                         
A	10	3782	SHELL TRADING (US) COMPANY    	ATTN: RAJESHWARI VEERAMUTHU   	1000 MAIN STREET              	LEVEL 12                      	HOUSTON, TX  77002            	77002	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	12450.01	80117	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	3000000	713	2303892	39	3	    	SHELL TRAD	CD	0	0.00	0	0	TX	N	10	3782	20170801	0	I	 	 	Y	0	   	 	                                         
A	10	3785	S & S TERMINAL, INC.          	3570 S. RIVER ROAD            	P.O. BOX 1585                 	ZANESVILLE, OH  43702-1585    	                              	43702	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	25771.88	91624	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	100000	740	4530721	18	1	    	SHELLY AND	CD	0	0.00	0	0	OH	N	10	3785	20240916	0	F	 	 	 	0	   	 	                                         
A	10	3790	SHENANGO, INC.                	200 NEVILLE ROAD              	NEVILLE ISLAND, PA 15225      	                              	                              	15225	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	4989.17	91797	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	412	7776629	5	14	    	SHENANGO  	CD	0	0.00	0	0	PA	N	10	3790	19970917	0	I	 	 	 	0	   	 	                                         
A	10	3795	SHIMA AMERICAN CORPORATION    	ATTN: MR. MARTY MOMOKI        	500 PARK BOULEVARD, SUITE 725 	ITASCA, IL  60143 USA         	                              	60143	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	22636.48	32924	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	630	7604364	4	3	    	SHIMA TRAD	CD	0	0.00	0	0	IL	N	10	3795	20240329	0	I	 	 	 	0	   	 	                                         
A	10	3800	SHIPLEY FUELS MARKETING       	P.O. BOX 15052                	YORK, PA  17405               	                              	                              	17405	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	800	8391849	18	1	    	SHIPLEY   	CD	0	0.00	0	0	PA	Y	10	3800	20000000	0	F	 	 	 	233100189	   	 	                                         
A	10	3810	SHORTS OIL COMPANY            	2351 STANNARDS ROAD           	WELLSVILLLE, NY 14895         	                              	                              	14895	0000	00000	394673.86	394673.86	0.00	0.00	0.00	0.00	21732.51	120424	0.00	394673.86	5119001.06	Y	0.00	539351.58	N	539351.58	5154962.97	6000000	585	5931280	18	1	    	SHORTS OIL	D 	0	782926.45	241122	0	NY	N	10	3810	20241204	20241122	F	 	Y	 	161058616	   	 	                                         
A	10	3820	SIDERCA SAIC **DO NOT USE**   	DR. SIMINI 250                	CP 2804 - CAMPANA             	BUENES AIRES, ARGENTINA       	CUIT: 30 55081599-7           	00000	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	74201.60	101713	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	0	0	18	9	    	SIDERCA   	CD	0	0.00	0	0	XX	N	10	1175	20131017	0	I	 	 	Y	0	   	 	                                         
A	10	3821	SIDERCA CORPORATION           	4511 BRITTMORE ROAD           	HOUSTON, TX  77041            	**DO NOT USE**                	                              	77041	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	953.47	53102	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	713	7674400	18	9	    	SIDERCA CO	CD	0	0.00	0	0	TX	N	10	1175	20020531	0	I	 	 	 	0	   	 	                                         
A	10	3822	EXIROS B.V. SUC. URUGUAY      	SILCOTUB  **DO NOT USE**      	LUIS A DE HERRERA 1248        	TORRE III                     	11300 MONTEVIDEA URUGUAY      	     	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	19373.20	110813	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	0	0	18	17	    	SILCOTUB S	CD	0	0.00	0	0	XX	N	10	1175	20131108	0	I	 	 	Y	0	   	 	                                         
A	10	3823	SILOGRAM LUBRICANTS CORP      	180 WEST FIFTH STREET         	BAYONNE, NEW JERSEY 07002     	                              	      ****CASH ONLY****       	10314	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	19410.00	22814	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	201	8580008	26	9	    	SILOGRAM  	  	0	0.00	0	0	NY	N	10	3823	20140228	0	I	 	 	 	0	   	 	                                         
A	10	3825	SIMONIZ USA, INC              	235 DIVIDEND ROAD             	ROCKY HILL, CT  06067         	                              	                              	06067	    	00000	33997.27	32768.52	1228.75	0.00	0.00	0.00	33601.12	120324	0.00	0.00	209383.77	Y	0.00	100838.83	N	66841.56	243230.08	100000	860	6460172	59	3	    	SIMONIZ   	  	0	143014.13	241104	0	CT	N	10	3825	20241203	20241104	I	 	N	 	0	   	 	                                         
A	10	3827	SMS RACING ENGINES L.L.C.     	108 8TH AVENUE SW             	CHILDERSBURG, AL 35044        	                              	                              	35044	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	2978.04	82905	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	256	3788767	36	12	    	SMS RACING	D 	0	0.00	0	0	AL	Y	10	3827	20050829	0	B	 	 	 	0	   	 	                                         
A	10	3828	SIMONS PETROLEUM COMPANY      	210 PARK AVE., SUITE 1800     	OKLAHOMA CITY, OK  73102-5604 	                              	                              	73102	5604	00000	0.00	0.00	0.00	0.00	0.00	0.00	68232.37	62714	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	65000	405	8483500	14	14	    	SIMONS PET	D 	0	0.00	0	0	OK	Y	10	3828	20140627	0	B	N	 	 	730768059	   	 	                                         
A	10	3829	SMITH METER INC.              	1602 WAGNER AVENUE            	P.O. BOX 10428                	ERIE, PA 16514                	                              	16514	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	814	8985000	11	3	    	SMITH METE	  	0	0.00	0	0	PA	N	10	3829	20000000	0	I	 	 	 	0	   	 	                                         
A	10	3830	G.W. SMITH & SONS             	1700 SPAULDING ROAD           	KETTERING, OH 45432           	                              	                              	45432	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	-30197.97	71014	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	50000	937	2535114	5	14	    	SMITH & SO	CD	0	0.00	0	0	OH	N	10	3830	20140710	0	I	 	 	 	0	   	 	                                         
A	10	3832	SMITH OIL CORPORATION         	P.O. BOX 3275                 	ROCKFORD, IL  61106-3275      	                              	                              	61106	3275	00000	0.00	0.00	0.00	0.00	0.00	0.00	67455.06	91214	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	75000	815	2298100	14	14	    	SMITH OIL 	D 	0	0.00	0	0	IL	Y	10	3832	20140912	0	B	 	 	 	0	   	 	                                         
A	10	3835	S & Z SERVICES LLC            	P.O. BOX 603 521 YALE STREET  	LEWISTOWN  PA  17044          	                              	                              	17044	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	12343.97	112524	0.00	0.00	15255.25	Y	0.00	0.00	N	0.00	31950.35	100000	717	9945948	53	14	    	S         	D 	0	16695.10	241001	0	PA	Y	10	3835	20241125	20241001	B	 	 	 	851601157	   	 	                                         
A	10	3837	ASPHALT EMULSION INDUSTRIES   	3617 NINE MILE ROAD           	RICHMOND, VA  23223           	                              	                              	23060	    	00000	28855.19	0.00	28855.19	0.00	0.00	0.00	28448.44	102424	0.00	0.00	28855.19	Y	0.00	28855.19	N	0.00	28448.44	200000	910	2303640	59	3	    	ASPHALT E 	CD	0	28855.19	241104	0	VA	N	10	3837	20241024	20241104	I	 	 	 	540850778	   	 	                                         
A	10	3838	SLOWBOY RACING INC.           	605 HICKMAN CIRCLE            	SANFORD, FL  32771            	                              	                              	32771	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-451.87	123013	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	321	3044907	36	3	    	SLOWBOY   	DD	0	0.00	0	0	FL	N	10	3838	20131230	0	B	 	 	 	0	   	 	                                         
A	10	3840	SOLAR COMPOUNDS               	1201 W. BLANKE STREET         	LINDEN,NJ 07036               	                              	                              	07036	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	1543.08	111003	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	908	8622813	26	14	    	SOLAR     	CD	0	0.00	0	0	NJ	N	10	3840	20031110	0	I	 	 	 	0	   	 	                                         
A	10	3845	SOLAR SOURCES, INC.           	P.O. BOX 567                  	PETERSBERG, IN  47567         	                              	                              	47567	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	7119.46	71409	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	15000	812	3542808	7	3	    	SOLAR     	CD	0	0.00	0	0	IN	N	10	3845	20090714	0	I	 	 	 	0	   	 	                                         
A	10	3850	SOLVENTS & PETROLEUM SERVICES 	1405 BREWERTON ROAD           	SYRACUSE, NY 13208            	                              	                              	13208	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	2714.80	71310	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	125000	315	4544467	26	3	    	SOLVENTS  	  	0	0.00	0	0	NY	N	10	3850	20100713	0	I	 	 	 	0	   	 	                                         
A	10	3853	SOLUTIONS PLUS INC.           	3907 BACH BUXTON ROAD         	AMELIA, OH  45102             	                              	                              	45102	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	513	9439600	37	14	    	SOLUTIONS 	CD	0	0.00	0	0	OH	N	10	3853	20000000	0	I	 	 	 	0	   	 	                                         
A	10	3855	THE SOMERSET REFINERY, INC.   	P.O. BOX 1547                 	SOMERSET, KY  42502           	                              	                              	42502	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	28220.13	91906	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	606	6796301	37	3	    	SOMERSET  	D 	0	0.00	0	0	KY	N	10	3855	20060919	0	B	 	 	 	0	   	 	                                         
A	10	3860	SONAID                        	ACCOUNTS DEPT,ATTN:SAUKA FINDA	AVE AMILCAR CABRAL 211-9 ANDAR	EDIFICIO IRCA                 	LUANDA, REPUBLICA DE ANGOLA   	     	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-3913.40	10814	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	0	0	18	9	    	SONAID    	CD	0	0.00	0	0	XX	N	10	3860	20140108	0	I	 	 	 	0	   	 	                                         
A	10	3865	SONNEBORN, INC.               	100 SONNEBORN LANE            	PETROLIA, PA  16050           	                              	                              	16050	    	00000	2061390.71	2061390.71	0.00	0.00	0.00	0.00	18731.79	120524	0.00	151835.31	3813894.68	Y	0.00	2429388.75	N	519833.35	4064333.07	15000000	724	7569310	49	42	    	SONNEBORN 	CD	0	2949657.99	241028	0	PA	N	10	3866	20241205	20241028	I	 	Y	 	0	   	 	                                         
A	10	3866	SONNEBORN, INC. (TOLLING ACCT)	100 SONNEBORN LANE            	PETROLIA, PA  16050           	                              	                              	16050	    	00000	558282.56	558282.56	0.00	0.00	0.00	0.00	736737.80	111824	0.00	0.00	1295020.36	Y	0.00	558282.56	N	0.00	1579455.20	15000000	724	7569310	49	42	    	SONNEBORN 	CD	0	1295020.36	241106	0	PA	N	10	3865	20241118	20241106	I	 	Y	 	0	   	 	                                         
A	10	3870	SHELL LUBRICANTS PO INVOICES  	P.O. BOX 4548                 	HOUSTON, TX  77210-4548       	                              	                              	77210	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	17404.87	41017	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	713	2773832	29	3	    	SOPUS     	CD	0	0.00	0	0	TX	N	10	3870	20170410	0	I	 	N	 	0	   	 	                                         
A	10	3879	SOUTHCORP PACKAGING           	NAMPAC DIVISION               	7 WHEELING ROAD               	DAYTON NJ 08810               	                              	08810	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	78.58	121098	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	0	0	11	14	    	SOUTHCORP 	  	0	0.00	0	0	NJ	N	10	3879	19981210	0	I	 	 	 	0	   	 	                                         
A	10	3880	SOUTH PENN SERVICE            	                              	***DO NOT USE ***             	                              	                              	00000	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	8876.25	41798	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	814	3685266	11	9	    	DO NOT USE	  	0	0.00	0	0	PA	N	10	3880	19980417	0	I	 	 	 	0	   	 	                                         
A	10	3883	SOUTHEAST INTERNATIONAL       	CHEMICAL COMPANY, INC.        	4460 HODGES BLVD., #407       	JACKSONVILLE, FL  32224       	                              	32224	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	12153.51	120720	0.00	0.00	0.00	 	0.00	0.00	N	0.00	0.00	75000	904	9924007	59	3	    	SOUTHEAST 	 D	0	0.00	0	0	FL	N	10	3883	20201207	0	I	 	 	 	0	   	 	                                         
A	10	3885	SOUTHERN SPECIALTY AND SUPPLY 	 INCORPORATED                 	212 MAGNOLIA STREET           	HOUMA, LA  70360              	                              	70360	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	6091.20	80624	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	985	8723301	47	3	    	SOUTHERN  	CD	0	0.00	0	0	LA	N	10	3885	20240806	0	I	 	 	 	0	   	 	                                         
A	10	3899	SPACE PETROLEUM & CHEMICAL CO.	INC.                          	P.O. BOX 3250                 	ELLICOTT CITY, MD 21041       	                              	21041	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	9181.46	122214	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	400000	410	4185500	18	1	    	SPACE     	CD	0	0.00	0	0	MD	Y	10	3899	20141222	0	F	 	 	 	520900761	   	 	                                         
A	10	3900	SPECTECH                      	ATTN:  DAN BAUSTIE            	P.O. BOX 1133                 	WILLISTON, ND 58801           	                              	58801	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	258.00	70698	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	701	5728473	29	14	    	SPECTECH  	CD	0	0.00	0	0	ND	N	10	3900	19980706	0	I	 	 	 	0	   	 	                                         
A	10	3901	SPARTAN ENTERPRISES, INC.     	P.O. BOX 1306                 	MONTGOMERY, TX  77356         	                              	                              	77356	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	-837.20	122914	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	936	5883600	18	9	    	SPARTAN   	CD	0	0.00	0	0	TX	N	10	3901	20141229	0	I	 	 	 	760125047	   	 	                                         
A	10	3902	SPANEL ENGINES, INC.          	8400 SOUTH 91ST STREET        	LINCOLN, NE  68526            	                              	                              	68526	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	11148.20	81814	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	15000	402	4218410	14	12	    	SPANEL ENG	D 	0	0.00	0	0	NE	N	10	3902	20140818	0	B	 	 	 	0	   	 	                                         
A	10	3905	SPEC INTERNATIONAL INC.       	13952 N. ORACLE ROAD          	TUSCON, AZ  85739             	                              	                              	85739	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	5903.85	31811	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	520	8253717	6	12	    	SPEC INTER	CD	0	0.00	0	0	AZ	N	10	3905	20110318	0	I	 	 	 	0	   	 	                                         
A	10	3906	SPECIALIZED SEAL DESIGN AND   	DISTRIBUTION, INC.            	7610 PECAN LAKE CIRCLE        	RICHMOND, TX  77406           	                              	77406	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-3963.00	83013	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	713	4661685	18	9	    	SPECIAL   	CD	0	0.00	0	0	TX	N	10	3906	20130830	0	I	 	 	 	0	   	 	                                         
A	10	3907	SPECIALTY FOUNDRY PRODUCTS    	1130 RAIMUND MUSCODA ROAD     	BESSEMER, AL  35020           	                              	                              	35020	    	00000	39979.27	39979.27	0.00	0.00	0.00	0.00	40116.21	93024	0.00	0.00	39979.27	Y	0.00	39979.27	N	0.00	0.00	65000	205	4240307	59	3	    	SPECIALTY 	CD	0	39979.27	241119	0	AL	N	10	3907	20240930	20241119	I	 	 	 	631221433	   	 	                                         
A	10	3910	SPECTRULITE CORPORATION       	COLLEGE & WEAVER STREETS      	MADISON, IL 62060             	                              	                              	62060	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	17.56	41300	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	618	4525190	29	14	    	SPECTRULI 	CD	0	0.00	0	0	IL	N	10	3910	20000413	0	I	 	 	 	0	   	 	                                         
A	10	3920	SPECTRUM SUPPLY               	SENECA HAWK RT 5 & 20         	IRVING, NY 14081              	                              	                              	14081	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	6172.50	80897	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	716	9344219	11	1	    	SPECTRUM S	  	0	0.00	0	0	NY	N	10	3920	19970808	0	I	 	 	 	0	   	 	                                         
A	10	3925	STAFFORD                      	P.O. BOX 808                  	TIFTON, GA 31793              	                              	                              	31793	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	3013.91	30711	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	229	3824400	36	9	    	STAFFORD  	D 	0	0.00	0	0	GA	N	10	3925	20110307	0	B	 	 	 	0	   	 	                                         
A	10	3930	PHILLIPS 66 COMPANY           	(FORMERLY SPECTRUM)           	ACCOUNTS PAYABLE              	PO BOX 9000                   	BARTLESVILLE OK  74005        	74005	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-659.72	110818	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	901	2753996	37	3	    	SPECTRUM  	  	0	0.00	0	0	OK	N	10	3930	20181108	0	I	 	 	 	271977018	   	 	                                         
A	10	3932	STANDARD INDUSTRIAL SUPPLY INC	700 MILITARY PARKWAY          	MESQUITE, TX  75149           	                              	                              	75149	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	4915.20	102610	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	972	2890701	18	3	    	STANDARD  	CD	0	0.00	0	0	TX	N	10	3932	20101026	0	I	 	 	 	0	   	 	                                         
A	10	3933	STANDARD OILFIELD SERVICES LTD	15 MIR-JALAL ST,DARNAGUL HWY  	BAKU, AZERBAIJAN, AZ 1029     	                              	                              	     	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-4396.13	30910	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	0	0	18	9	    	STANDARD  	CD	0	0.00	0	0	XX	N	10	3933	20100309	0	I	 	 	Y	0	   	 	                                         
A	10	3935	SPEED PLEX                    	4140 HELTON DRIVE             	FLORENCE, AL  35630           	                              	***DISCONTINUED DISTRIBUTOR***	35630	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-4607.12	41510	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	256	7640402	36	9	    	SPEED     	D 	0	0.00	0	0	AL	N	10	3935	20100415	0	B	 	 	 	0	   	 	                                         
A	10	3938	SPRINGFIELD TERMINAL RAILWAY  	ACCOUNTS PAYABLE DEPARTMENT   	IRON HORSE PARK               	N. BILLERICA, MA 01862-1676   	                              	01862	1676	00000	0.00	0.00	0.00	0.00	0.00	0.00	-714.12	11904	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	978	6631041	16	3	    	SPRINGFIEL	RR	0	0.00	0	0	MA	N	10	3938	20040119	0	R	 	 	 	0	   	 	                                         
A	10	3940	STANLEY MACHINING & TOOL CORP.	425 MAPLE AVENUE              	CARPENTERSVILLE, IL  60110    	                              	                              	60110	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	-550.27	101702	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	847	4264560	18	9	    	STANLEY MA	CD	0	0.00	0	0	IL	N	10	3940	20021017	0	I	 	 	 	0	   	 	                                         
A	10	3941	STARK N E OIL CORP.           	1878 MAXON ROAD               	SCHENECTADY, NY  12301        	                              	                              	12301	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	29166.80	80513	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	518	3462304	26	14	    	STARK     	DD	0	0.00	0	0	NY	N	10	3941	20130805	0	I	 	 	 	0	   	 	                                         
A	10	3943	STRAWSER CONSTRUCTION, INC.   	ATTN: KYLE RUDOLF             	8600 BERK BLVD.               	HAMILTON OH  45015            	                              	45015	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	18305.69	111714	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	400000	513	8746192	29	3	    	STRAWSER  	CD	0	0.00	0	0	OH	N	10	3943	20141117	0	I	 	 	 	262688853	   	 	                                         
A	10	3945	SPRINGER-EUBANK OIL CO., INC. 	123 SHIPYARD BLVD.            	WILMINGTON, NC  28402         	                              	                              	28402	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-190.38	100511	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	910	3431991	36	3	    	SPRINGER  	D 	0	0.00	0	0	NC	N	10	3945	20111005	0	B	 	 	 	0	   	 	                                         
A	10	3950	STATE LINE OIL, INC           	5815 NAVARRE AVE              	OREGON, OH  43618             	                              	                              	43618	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	7833.92	100106	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	419	8363438	14	12	    	STATE     	D 	0	0.00	0	0	OH	Y	10	3950	20061001	0	B	 	 	 	0	   	 	                                         
A	10	3970	STIRLING LUBRICANTS INC.      	1150 UNIVERSITY AVE.          	ROCHESTER, NY 14607           	                              	                              	14607	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	40254.13	111324	0.00	0.00	48025.49	Y	0.00	0.00	N	0.00	102277.30	50000	585	4618310	53	3	    	STIRLING  	D 	0	102277.30	241014	0	NY	Y	10	3970	20241113	20241014	B	 	 	 	0	   	 	                                         
A	10	3980	ST. MARY'S EQUIPMENT CO.      	1300 BRUSSELLS STREET         	ST. MARY'S, PA 15857          	                              	                              	15857	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	18076.64	121514	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	814	8341500	18	31	    	ST. MARY  	CD	0	0.00	0	0	PA	Y	10	3980	20141215	0	F	 	 	 	251205584	   	 	                                         
A	10	3983	STONE NATURAL RESOURCES, LLC  	PO BOX 69                     	CHAMPION, PA  15622           	                              	                              	15622	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	8090.20	60418	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	724	3499009	18	10	    	STONE     	CD	0	0.00	0	0	PA	Y	10	3983	20180604	0	F	 	 	 	463923193	   	 	                                         
A	10	3984	LAAKSON ENTERPRISES LLC       	P.O. BOX 237                  	STONE LAKE, WI 54876          	                              	                              	54876	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	3328.08	121514	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	50000	715	8653048	29	14	    	LAAKSON   	D 	0	0.00	0	0	WI	Y	10	3984	20141215	0	B	 	 	 	0	   	 	                                         
A	10	3985	STERLING OIL & CHEMICAL       	26645 W. 12 MILE ROAD         	SUITE 100                     	SOUTHFIELD, MI  48034         	                              	48034	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	41578.63	30205	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	248	3563556	42	14	    	STERLING  	  	0	0.00	0	0	MI	N	10	3985	20050302	0	I	 	 	 	0	   	 	                                         
A	10	3986	STONE SOAP CO., INC           	2000 PONTIAC DRIVE            	SYLVAN LAKE, MI 48320         	                              	                              	48320	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	248	7061000	29	3	    	STONE SOAP	CD	0	0.00	0	0	MI	N	10	3986	20000000	0	I	 	 	 	0	   	 	                                         
